Item 1,Item 2,Result,Result Description
Silence Grenade,Magic Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Silence Grenade,Mana Distiller,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Silence Grenade,Mana Sphere,Blaster Mine,"Deals small amounts of damage plus Darkness, Silence and Sleep for three rounds on all enemies."
Silence Grenade,Mana Spring,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silence Grenade,Mana Tablet,Hyper Mana,Doubles max MP and casts Focus on all party members.
Silence Grenade,Mana Tonic,Hyper Mana,Doubles max MP and casts Focus on all party members.
Silence Grenade,Map,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silence Grenade,Master Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Silence Grenade,Megalixir,Final Elixir,"Cures abnormal status effects, gives full HP and MP recovery, and revives all KO'd party members with full HP."
Silence Grenade,Mega Phoenix,Final Phoenix,Restores full HP and revives all KO'd party members with full HP.
Silence Grenade,Mega Potion,Megalixir,Full HP and MP recovery for all party members.
Silence Grenade,MP Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Silence Grenade,Musk,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silence Grenade,Pendulum,Cluster Bomb,Deals large amounts of damage to all enemies.
Silence Grenade,Petrify Grenade,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silence Grenade,Phoenix Down,Mega Phoenix,Revives all KO'd party members with full HP.
Silence Grenade,Poison Fang,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silence Grenade,Potion,Panacea,Cures abnormal status effects for all party members.
Silence Grenade,Power Distiller,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Silence Grenade,Power Sphere,Blaster Mine,"Deals small amounts of damage plus Darkness, Silence and Sleep for three rounds on all enemies."
Silence Grenade,Purifying Salt,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silence Grenade,Remedy,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Silence Grenade,Rename Card,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silence Grenade,Return Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Silence Grenade,Shadow Gem,Nega Burst,Reduces enemies' HP by three-quarters of their current HP.
Silence Grenade,Shining Gem,Cluster Bomb,Deals large amounts of damage to all enemies.
Silence Grenade,Shining Thorn,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silence Grenade,Silence Grenade,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silence Grenade,Silver Hourglass,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silence Grenade,Skill Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Silence Grenade,Sleeping Powder,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silence Grenade,Smoke Bomb,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silence Grenade,Soft,Megalixir,Full HP and MP recovery for all party members.
Silence Grenade,Soul Spring,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silence Grenade,Special Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Silence Grenade,Speed Sphere,Blaster Mine,"Deals small amounts of damage plus Darkness, Silence and Sleep for three rounds on all enemies."
Silence Grenade,Stamina Spring,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silence Grenade,Stamina Tablet,Mega Vitality,Doubles max HP of all party members.
Silence Grenade,Stamina Tonic,Hyper Vitality,Doubles max HP and bestows Cheer x5 on all party members.
Silence Grenade,Star Curtain,Mega NulAll,Bestows all four Nul-Spells on all party members.
Silence Grenade,Strength Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Silence Grenade,Supreme Gem,Tallboy,Deals very large amounts of damage to all enemies.
Silence Grenade,Teleport Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Silence Grenade,Tetra Elemental,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Silence Grenade,Three Stars,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Silence Grenade,Turbo Ether,Mega Mana,Doubles max MP of all party members.
Silence Grenade,Twin Stars,Freedom X,No MP Cost for all party members.
Silence Grenade,Underdog's Secret,Tallboy,Deals very large amounts of damage to all enemies.
Silence Grenade,Warp Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Silence Grenade,Water Gem,Dark Rain,"Deals large amounts of damage in three bursts plus Poison, Darkness, Silence, Sleep and Full Break for three rounds on all enemies."
Silence Grenade,White Magic Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Silence Grenade,Wings to Discovery,Tallboy,Deals very large amounts of damage to all enemies.
Silence Grenade,Winning Formula,Tallboy,Deals very large amounts of damage to all enemies.
Silence Grenade,X-Potion,Megalixir,Full HP and MP recovery for all party members.
Silver Hourglass,Ability Distiller,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Silver Hourglass,Ability Sphere,Blaster Mine,"Deals small amounts of damage plus Darkness, Silence and Sleep for three rounds on all enemies."
Silver Hourglass,Accuracy Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Silver Hourglass,Agility Distiller,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Silver Hourglass,Agility Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Silver Hourglass,Al Bhed Potion,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Silver Hourglass,Amulet,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Silver Hourglass,Antarctic Wind,Black Ice,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Silver Hourglass,Antidote,Megalixir,Full HP and MP recovery for all party members.
Silver Hourglass,Arctic Wind,Black Ice,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Silver Hourglass,Attribute Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Silver Hourglass,Black Magic Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Silver Hourglass,Blessed Gem,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Silver Hourglass,Bomb Core,Brimstone,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Silver Hourglass,Bomb Fragment,Brimstone,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Silver Hourglass,Candle of Life,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silver Hourglass,Chocobo Feather,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silver Hourglass,Chocobo Wing,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silver Hourglass,Clear Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Silver Hourglass,Dark Matter,Quartet of 9,All abilities inflict a minimum of 9999 damage or restoration with each hit for one party member.
Silver Hourglass,Defense Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Silver Hourglass,Designer Wallet,Miracle Drink,High critical hit rate for all party members.
Silver Hourglass,Door to Tomorrow,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Silver Hourglass,Dragon Scale,Aqua Toxin,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Silver Hourglass,Dream Powder,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silver Hourglass,Echo Screen,Megalixir,Full HP and MP recovery for all party members.
Silver Hourglass,Electro Marble,Electroshock,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Silver Hourglass,Elixir,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Silver Hourglass,Ether,Mega Mana,Doubles max MP of all party members.
Silver Hourglass,Evasion Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Silver Hourglass,Eye Drops,Megalixir,Full HP and MP recovery for all party members.
Silver Hourglass,Farplane Shadow,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Silver Hourglass,Farplane Wind,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Silver Hourglass,Fire Gem,Abaddon Flame,"Deals large amounts of damage in three bursts plus Poison, Darkness, Silence, Sleep and Full Break for three rounds on all enemies."
Silver Hourglass,Fish Scale,Aqua Toxin,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Silver Hourglass,Fortune Sphere,Miracle Drink,High critical hit rate for all party members.
Silver Hourglass,Frag Grenade,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silver Hourglass,Friend Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Silver Hourglass,Gambler's Spirit,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Silver Hourglass,Gold Hourglass,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silver Hourglass,Grenade,Blaster Mine,"Deals small amounts of damage plus Darkness, Silence and Sleep for three rounds on all enemies."
Silver Hourglass,Healing Spring,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silver Hourglass,Healing Water,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Silver Hourglass,Hi-Potion,Megalixir,Full HP and MP recovery for all party members.
Silver Hourglass,Holy Water,Megalixir,Full HP and MP recovery for all party members.
Silver Hourglass,HP Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Silver Hourglass,Hypello Potion,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silver Hourglass,Ice Gem,Krysta,"Deals large amounts of damage in three bursts plus Poison, Darkness, Silence, Sleep and Full Break for three rounds on all enemies."
Silver Hourglass,Lv. 1 Key Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Silver Hourglass,Lv. 2 Key Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Silver Hourglass,Lv. 3 Key Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
